Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza;month
2018-02-01;8158;MEAT;CWIARTKA Z KURCZAKA KG;0.89;5.59;4.95;7.99;7.07;8.4;7.43;0.01;29.99;2.4;2.12;0.02;2
2018-02-01;8623;GENERAL;CWIKLA Z CHRZANEM 300 G SLON.OGROD;4.0;1.35;5.4;1.94;7.76;2.09;8.36;0.01;30.41;0.59;2.36;0.02;2
2018-02-01;4870;GENERAL_FOOD;CYKORIA BUDYN SMIETANKOWY B/C 40 G;9.0;0.55;4.95;0.73;6.57;0.79;7.11;0.01;24.66;0.18;1.62;0.02;2
2018-02-01;15306;SPICES;CYKORIA KURKUMA 15 G;2.0;0.52;1.04;0.7;1.4;0.86;1.72;0.0;25.71;0.18;0.36;0.0;2
2018-02-01;19369;SPICES;CYKORIA POSYPKA KAKAOWA 50G;6.0;1.03;6.18;0.69;4.14;0.85;5.1;0.01;-49.28;-0.34;-2.04;-0.02;2
2018-02-01;11564;GENERAL_FOOD;CYKORIA SNIEZKA 60 G;3.0;1.09;3.27;1.5;4.5;1.62;4.86;0.01;27.33;0.41;1.23;0.01;2
2018-02-01;13593;GROATS_RICE_PASTA;CYKORIA SOS BIALY 25 G;3.0;1.01;3.03;1.38;4.14;1.49;4.47;0.01;26.81;0.37;1.11;0.01;2
2018-02-01;1372;GENERAL;CZEK ALPEN GOLD 100G ORZECH;2.0;2.04;4.08;3.05;6.1;3.75;7.5;0.01;33.11;1.01;2.02;0.02;2
2018-02-01;5795;SWEETS;CZEK AMELIA MLECZNA 100G;3.0;1.39;4.17;2.02;6.06;2.49;7.47;0.01;31.19;0.63;1.89;0.02;2
2018-02-01;8647;SWEETS;CZEKOLADA BARON 100 G WALWNTYNKOWA;7.0;2.78;19.46;4.06;28.42;4.99;34.93;0.04;31.53;1.28;8.96;0.09;2
2018-02-01;6298;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;CZEKOLADA NA GORACO LA FEST 25 G;4.0;0.56;2.24;0.92;3.68;0.99;3.96;0.0;39.13;0.36;1.44;0.02;2
2018-02-01;6337;DAIRY_CHESSE;DA DANIO 140 G SASZETKA TRUSK;1.0;1.91;1.91;2.45;2.45;2.57;2.57;0.0;22.04;0.54;0.54;0.01;2
2018-02-01;3561;DAIRY_CHESSE;DA DANIO 140 G WANILIA SASZETKA;2.0;1.69;3.38;1.71;3.42;1.8;3.59;0.0;1.17;0.02;0.04;0.0;2
2018-02-01;8720;DAIRY_CHESSE;DA DANIO 2 WARSTWY;3.0;1.59;4.77;1.82;5.46;1.91;5.73;0.01;12.64;0.23;0.69;0.01;2
2018-02-01;8721;DAIRY_CHESSE;DA DANIO 2 WARSTWY;7.0;1.59;11.13;2.18;15.26;2.29;16.03;0.02;27.06;0.59;4.13;0.04;2
2018-02-01;8052;DAIRY_CHESSE;DA DANIO WANILIOWY 140G;12.0;1.17;14.04;1.61;19.32;1.69;20.28;0.02;27.33;0.44;5.28;0.06;2
2018-02-01;17429;DAIRY_CHESSE;DA DANONE GRATKA 115 G;15.0;0.55;8.25;0.75;11.25;0.79;11.85;0.01;26.67;0.2;3.0;0.03;2
2018-02-01;14892;DAIRY_CHESSE;DA DANONKI MEGA BRZOSK/JAGODA;1.0;5.25;5.25;7.0;7.0;7.35;7.35;0.01;25.0;1.75;1.75;0.02;2
2018-02-01;7802;DAIRY_CHESSE;DA DANONKI MEGA TRUSKAWKA/BANAN;2.0;3.75;7.5;6.07;12.14;6.37;12.74;0.02;38.22;2.32;4.64;0.05;2
2018-02-01;3487;DAIRY_CHESSE;DA DANONKI TRUSKAWE 4X50G;5.0;2.76;13.82;3.8;19.0;3.99;19.95;0.02;27.26;1.04;5.18;0.05;2
2018-02-01;3192;DAIRY_CHESSE;DA DANONKI WANILIOWE 4X50G;5.0;2.72;13.6;3.8;19.0;3.99;19.95;0.02;28.42;1.08;5.4;0.06;2
2018-02-01;4294;DAIRY_CHESSE;DA FANTASIA 100 G KULKI CZEKOL.;3.0;1.28;3.84;1.9;5.7;1.99;5.97;0.01;32.63;0.62;1.86;0.02;2
2018-02-01;15905;DAIRY_CHESSE;DA FANTASIA Z CZEKOLADA 110G;2.0;1.35;2.7;1.9;3.8;1.99;3.98;0.0;28.95;0.55;1.1;0.01;2
2018-02-01;7981;DAIRY_CHESSE;DA FANTAZJA LOVE 98 G;1.0;1.32;1.32;1.9;1.9;1.99;1.99;0.0;30.53;0.58;0.58;0.01;2
2018-02-01;7804;DAIRY_CHESSE;DA FANTAZJA TRUSKA 122G;2.0;1.48;2.96;0.95;1.9;1.0;2.0;0.0;-55.79;-0.53;-1.06;-0.01;2
2018-02-01;7803;DAIRY_CHESSE;DA FANTAZJA WISNIA 122G;3.0;1.35;4.05;0.95;2.85;1.0;2.99;0.0;-42.11;-0.4;-1.2;-0.01;2
2018-02-01;18956;DAIRY_CHESSE;DA GRATKA DO PICIA TRUSK.170G;1.0;0.89;0.89;1.23;1.23;1.29;1.29;0.0;27.64;0.34;0.34;0.0;2
2018-02-01;2731;LUNCH DINING DISHES;DANIE KACHNY FLACZKI W ROSOLE;1.0;3.9;3.9;5.7;5.7;5.99;5.99;0.01;31.58;1.8;1.8;0.02;2
2018-02-01;9150;GENERAL_FOOD;DANIE KACHNY KLOPSIKI 500 G W SOSIE KOPE;2.0;2.4;4.8;3.99;7.98;4.19;8.38;0.01;39.85;1.59;3.18;0.03;2
2018-02-01;4808;LUNCH DINING DISHES;DANIE KACHNY PULPETY;1.0;2.78;2.78;4.18;4.18;4.39;4.39;0.01;33.49;1.4;1.4;0.01;2
2018-02-01;7546;GROATS_RICE_PASTA;DANIE KACHNY STROGONOW 500 G;1.0;4.0;4.0;5.7;5.7;5.99;5.99;0.01;29.82;1.7;1.7;0.02;2
2018-02-01;7075;GENERAL;DELECTA AROMAT ARAKOWY;1.0;1.0;1.0;1.37;1.37;1.69;1.69;0.0;27.01;0.37;0.37;0.0;2
2018-02-01;9701;DAIRY_CHESSE;DELECTA MIX DO SMIETANY;25.0;0.77;19.35;1.13;28.25;1.22;30.5;0.04;31.5;0.36;8.9;0.09;2
2018-02-01;5269;FISH;DELFINKI RYBNE PANIER.LUZ;1.02;7.48;7.63;9.51;9.7;9.99;10.19;0.01;21.34;2.03;2.07;0.02;2
2018-02-01;4967;SWEETS;DELICJE POMARANCZOWE 147G;5.0;2.19;10.95;3.24;16.2;3.99;19.95;0.02;32.41;1.05;5.25;0.05;2
2018-02-01;5331;SWEETS;DELICJE WISNIOWE 294G WEDEL;2.0;4.23;8.46;5.43;10.86;6.68;13.36;0.02;22.1;1.2;2.4;0.03;2
2018-02-01;17460;CHEMISTRY;DENATURAT 500ML BOS;1.0;2.09;2.09;2.89;2.89;3.55;3.55;0.0;27.68;0.8;0.8;0.01;2
2018-02-01;10234;DAIRY_CHESSE;DESER CZARUS 150GR Z MALINAMI;1.0;1.27;1.27;1.66;1.66;1.79;1.79;0.0;23.49;0.39;0.39;0.0;2
2018-02-01;1654;DAIRY_CHESSE;DESER JANA CZEKOLADOWY 120G;15.0;1.18;17.7;1.9;28.5;1.99;29.85;0.04;37.89;0.72;10.8;0.11;2
2018-02-01;1653;DAIRY_CHESSE;DESER JANA WANILIOWY 120GR;15.0;1.32;19.8;1.9;28.5;1.99;29.85;0.04;30.53;0.58;8.7;0.09;2
2018-02-01;6501;DAIRY_CHESSE;DESER MONTE 120 G KARMEL PLUS ORZECH;4.0;2.15;8.6;2.85;11.4;2.99;11.96;0.01;24.56;0.7;2.8;0.03;2
2018-02-01;12757;GENERAL_FOOD;DESER MONTE 150 G CZEKOL;27.0;1.91;51.68;2.77;74.79;2.99;80.73;0.1;30.9;0.86;23.11;0.24;2
2018-02-01;4288;DAIRY_CHESSE;DESER MONTE CAPUCCINO 125 G;3.0;1.79;5.37;2.68;8.04;2.89;8.67;0.01;33.21;0.89;2.67;0.03;2
2018-02-01;3911;GENERAL;DESER MONTE CRUNCHY 125 G;7.0;2.17;15.18;2.93;20.51;3.16;22.12;0.03;25.99;0.76;5.33;0.06;2
2018-02-01;3669;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;DESER MONTE WAFFLE 125 G;6.0;1.67;10.02;2.68;16.08;2.89;17.34;0.02;37.69;1.01;6.06;0.06;2
2018-02-01;8421;DAIRY_CHESSE;DESER RISO 175 G GRUSZKA;1.0;1.48;1.48;2.03;2.03;2.19;2.19;0.0;27.09;0.55;0.55;0.01;2
2018-02-01;5595;OCCASIONAL;DLUGOPIS NIEBIESKI;1.0;0.52;0.52;0.8;0.8;0.99;0.99;0.0;35.0;0.28;0.28;0.0;2
2018-02-01;17591;CHEMISTRY;DOMESTOS 750 ML ATLANTIC;1.0;5.27;5.27;7.85;7.85;9.66;9.66;0.01;32.87;2.58;2.58;0.03;2
2018-02-01;8095;SPICES;DR CIASTO BABECZKI Z P?ATKAMI CZEKOL.300;1.0;5.32;5.32;8.56;8.56;8.99;8.99;0.01;37.85;3.24;3.24;0.03;2
2018-02-01;6791;SPICES;DR O AROMAT WANILIA 9ML;1.0;1.07;1.07;1.5;1.5;1.85;1.85;0.0;28.67;0.43;0.43;0.0;2
2018-02-01;690;SPICES;DR O CUKIER WANILIOWY  16G;25.0;0.52;13.0;0.59;14.64;0.72;17.94;0.02;11.2;0.07;1.64;0.02;2
2018-02-01;8529;GENERAL;DR O KISIEL SLODKA CHWILA 32 G TRUS;4.0;1.18;4.72;1.48;5.92;1.6;6.41;0.01;20.27;0.3;1.2;0.01;2
2018-02-01;765;SPICES;DR O PROSZEK DO PIECZENIA  30G;19.0;0.37;7.03;0.72;13.68;0.88;16.72;0.02;48.61;0.35;6.65;0.07;2
2018-02-01;8530;GENERAL;DR OETKER KISIEL SLODKS CHWILA 32 G MAL;6.0;1.18;7.08;1.69;10.14;1.83;10.98;0.01;30.18;0.51;3.06;0.03;2
2018-02-01;6483;VEGETABLES;DR POLEWA MLECZNA TWARDA;1.0;1.94;1.94;3.06;3.06;3.76;3.76;0.0;36.6;1.12;1.12;0.01;2
2018-02-01;6911;SWEETS;DR.O CIASTO BABECZKI;1.0;6.5;6.5;4.29;4.29;4.5;4.5;0.01;-51.52;-2.21;-2.21;-0.02;2
2018-02-01;6794;GENERAL_FOOD;DR.O CIASTO KOPIEC KRETA;1.0;6.69;6.69;4.41;4.41;4.63;4.63;0.01;-51.7;-2.28;-2.28;-0.02;2
2018-02-01;1367;GENERAL_FOOD;DR.OET BUDYN SLODKA CHWILA WANILIA;1.0;0.98;0.98;0.69;0.69;0.74;0.74;0.0;-42.03;-0.29;-0.29;0.0;2
2018-02-01;1310;SWEETS;DRAZE SKAWA  CZEKOL.70G;3.0;0.84;2.52;1.29;3.87;1.59;4.77;0.01;34.88;0.45;1.35;0.01;2
2018-02-01;1308;SWEETS;DRAZE SMIETANKOWE 70G SKAWA;4.0;0.84;3.36;1.29;5.16;1.59;6.36;0.01;34.88;0.45;1.8;0.02;2
2018-02-01;3094;SWEETS;DROPS HALLS MIOD CYTRYNA 33_5G;2.0;1.35;2.7;2.02;4.04;2.49;4.98;0.01;33.17;0.67;1.34;0.01;2
2018-02-01;368;DAIRY_CHESSE;DROZDZE BABUNI ROTEX;36.0;0.8;28.8;1.01;36.22;1.24;44.51;0.05;20.49;0.21;7.42;0.08;2
2018-02-01;8887;BREAD;DROZDZOWKA DROZDZOWA;160.0;1.34;214.05;1.62;259.2;1.75;280.0;0.34;17.42;0.28;45.15;0.47;2
2018-02-01;15491;GENERAL_FOOD;DZEM SL.OGROD WISNIA 280G;4.0;1.81;7.24;2.49;9.96;2.69;10.76;0.01;27.31;0.68;2.72;0.03;2
2018-02-01;16186;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;DZEM SLONECZNY OGROD BRZOSKWINIOWY 280G.;1.0;1.74;1.74;2.49;2.49;2.69;2.69;0.0;30.12;0.75;0.75;0.01;2
2018-02-01;19847;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;DZEM SLONECZNY OGROD CZARNA PORZECZ.280G;5.0;1.82;9.11;2.49;12.45;2.69;13.45;0.02;26.83;0.67;3.34;0.03;2
2018-02-01;16152;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;DZEM SLONECZNY OGROD TRUSKAWKOWY 280G;12.0;1.83;21.9;2.5;30.01;2.7;32.42;0.04;27.02;0.68;8.11;0.08;2
2018-02-01;17286;GENERAL_FOOD;DZEM WISNIOWY WY/SLODZ 310 G;1.0;3.28;3.28;4.16;4.16;4.49;4.49;0.01;21.15;0.88;0.88;0.01;2
2018-02-01;8184;CHEMISTRY;E DO PLUKANIA 1_8 L KONC;1.0;6.69;6.69;9.56;9.56;11.76;11.76;0.01;30.02;2.87;2.87;0.03;2
2018-02-01;8648;CHEMISTRY;E DO PLUKANIA ELEGANCE PERFUM 0_9 L;1.0;4.33;4.33;6.25;6.25;7.69;7.69;0.01;30.72;1.92;1.92;0.02;2
2018-02-01;3579;CHEMISTRY;E PLYN DO PLUKANIA 1 L;1.0;4.59;4.59;6.5;6.5;7.99;7.99;0.01;29.38;1.91;1.91;0.02;2
2018-02-01;4126;CHEMISTRY;E PROSZEK 300 G COLOR;2.0;2.51;5.01;3.73;7.46;4.59;9.18;0.01;32.84;1.23;2.45;0.03;2
2018-02-01;2292;CHEMISTRY;E PROSZEK 300G WHITE;2.0;2.46;4.92;3.73;7.46;4.59;9.18;0.01;34.05;1.27;2.54;0.03;2
2018-02-01;2933;COFFEE TEA;EKOLAND HERBATA MALINOWA 300GR TORE;1.0;2.81;2.81;3.97;3.97;4.29;4.29;0.01;29.22;1.16;1.16;0.01;2
2018-02-01;4415;COFFEE TEA;EKOLAND HERBATA OWOCE LE?NE 300GR TOR;2.0;2.49;4.98;3.69;7.38;3.99;7.98;0.01;32.52;1.2;2.4;0.03;2
2018-02-01;6603;SWEETS;EUROPAPIER DUZY;8.0;0.27;2.16;0.5;4.0;0.62;4.96;0.01;46.0;0.23;1.84;0.02;2
2018-02-01;8028;CHEMISTRY;EVA SIMPLE 500 ML SZAMPON Z JEDWABIEM;1.0;3.63;3.63;5.59;5.59;6.87;6.87;0.01;35.06;1.96;1.96;0.02;2
2018-02-01;4950;CHEMISTRY;FAIRY 1 L APPLE;1.0;3.97;3.97;6.41;6.41;7.89;7.89;0.01;38.07;2.44;2.44;0.03;2
2018-02-01;8122;CHEMISTRY;FARBY PLAKATOWE 6 KOLOR;1.0;3.65;3.65;5.37;5.37;6.61;6.61;0.01;32.03;1.72;1.72;0.02;2
2018-02-01;11440;SPICES;FASOLA  PIEKNY JAS 400G KROS;6.0;3.71;22.26;5.7;34.2;5.99;35.94;0.04;34.91;1.99;11.94;0.12;2
2018-02-01;11441;SPICES;FASOLA BIALA  500 G;1.0;4.93;4.93;5.7;5.7;5.99;5.99;0.01;13.51;0.77;0.77;0.01;2
2018-02-01;8591;GENERAL;FASOLA BIALA 400G SLON.OGROD;5.0;1.25;6.24;1.84;9.2;1.99;9.95;0.01;32.17;0.59;2.96;0.03;2
2018-02-01;4626;CANNED_PATE;FASOLA BIALA DAWTONA 400GR;2.0;1.63;3.26;2.55;5.1;2.75;5.5;0.01;36.08;0.92;1.84;0.02;2
2018-02-01;7698;VEGETABLES;FASOLA CZERWONA 400 G;2.0;3.0;6.0;4.11;8.22;4.32;8.64;0.01;27.01;1.11;2.22;0.02;2
2018-02-01;15998;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;FASOLA CZERWONA SLONECZNY OGROD 400G.;9.0;1.47;13.23;2.31;20.79;2.49;22.41;0.03;36.36;0.84;7.56;0.08;2
2018-02-01;2640;CANNED_PATE;FASOLA CZERWONA.DAWTONA 400G;6.0;1.63;9.78;2.31;13.86;2.49;14.94;0.02;29.44;0.68;4.08;0.04;2
2018-02-01;13007;ICE_CREAMS_FROZEN;FASOLA SZPARAGOWA ZIELONA 450 G;1.0;3.2;3.2;4.37;4.37;4.59;4.59;0.01;26.77;1.17;1.17;0.01;2
2018-02-01;8531;GENERAL;FASOLKA ZÓ?TA 400 G MROZONA;2.0;3.27;6.54;4.61;9.22;4.84;9.68;0.01;29.07;1.34;2.68;0.03;2
2018-02-01;4268;SWEETS;FERRERO ROCHER 100 G;1.0;8.57;8.57;11.95;11.95;14.7;14.7;0.02;28.28;3.38;3.38;0.04;2
2018-02-01;4991;FISH;FILET  ZAPIEKANY SEREM ZOLTYM;1.02;23.51;23.91;27.44;27.91;28.82;29.31;0.04;14.33;3.93;4.0;0.04;2
2018-02-01;1780;FISH;FILET Z LIMANDA MROZONY KG;1.14;13.2;15.05;18.09;20.62;18.99;21.65;0.03;27.01;4.89;5.57;0.06;2
2018-02-01;5839;FISH;FILET Z MINTAJA MROZONY;0.7;6.36;4.45;9.13;6.39;9.59;6.71;0.01;30.36;2.77;1.94;0.02;2
2018-02-01;13665;ICE_CREAMS_FROZEN;FILET Z MIRUNY;3.2;17.85;57.09;22.85;73.07;23.99;76.72;0.09;21.87;5.0;15.98;0.17;2
2018-02-01;18750;FISH;FILETY SLEDZ_W SMIETANIE MARINUS 250 G;2.0;3.5;7.0;4.94;9.88;5.19;10.38;0.01;29.15;1.44;2.88;0.03;2
2018-02-01;13610;FISH;FILETY SLEDZIOWE OPIEKANE 800G;1.0;6.57;6.57;10.47;10.47;10.99;10.99;0.01;37.25;3.9;3.9;0.04;2
2018-02-01;5844;FISH;FILETY SLEDZIOWE W OLEJU 170 G;1.0;3.33;3.33;4.62;4.62;4.85;4.85;0.01;27.92;1.29;1.29;0.01;2
2018-02-01;19465;FISH;FILETY SLEDZIOWE W POMIDZ.170 G;4.0;2.51;10.04;3.32;13.28;3.49;13.96;0.02;24.4;0.81;3.24;0.03;2
2018-02-01;11034;ICE_CREAMS_FROZEN;FILETY Z DORSZ B/S;1.12;23.38;26.19;20.91;23.42;21.96;24.59;0.03;-11.83;-2.47;-2.77;-0.03;2
2018-02-01;5379;FISH;FILETY Z MAKRELI W OLEJU 170 G FALA;3.0;3.75;11.25;5.4;16.2;5.67;17.01;0.02;30.56;1.65;4.95;0.05;2
2018-02-01;16080;FISH;FILETY Z MAKRELI W POMID.175 G;10.0;2.85;28.5;3.76;37.6;3.95;39.5;0.05;24.2;0.91;9.1;0.1;2
2018-02-01;8454;FISH;FILETY Z MAKRELI W SOSIE POMID.170 G GRA;3.0;3.72;11.16;5.1;15.3;5.36;16.08;0.02;27.06;1.38;4.14;0.04;2
2018-02-01;7699;FISH;FLIETY Z MAKRELI 100G ALA KETCHUP;2.0;3.62;7.24;4.94;9.88;5.19;10.38;0.01;26.72;1.32;2.64;0.03;2
2018-02-01;7112;CHEMISTRY;FOLIA ALUMINIOWA 10M PAN PACK;8.0;1.77;14.12;2.76;22.08;3.39;27.12;0.03;36.05;1.0;7.96;0.08;2
2018-02-01;14145;CHEMISTRY;FOLIA SPOZYWCZA 30M PACLAN;2.0;1.71;3.42;2.43;4.86;2.99;5.98;0.01;29.63;0.72;1.44;0.02;2
2018-02-01;8627;DRINK_JUICE;FORTUNA SOK POMARANCZ 0_3;3.0;1.8;5.4;1.99;5.97;2.09;6.27;0.01;9.55;0.19;0.57;0.01;2
2018-02-01;4815;MEAT;FRANKFUTERKI KG;0.51;23.71;12.09;23.75;12.11;24.92;12.71;0.02;0.17;0.04;0.02;0.0;2
2018-02-01;8983;GENERAL_FOOD;FRYTKI  KARBOWANE  750G;4.0;5.74;22.96;7.61;30.44;7.99;31.96;0.04;24.57;1.87;7.48;0.08;2
2018-02-01;8702;DAIRY_CHESSE;FRYTKI 750 VIKO;1.0;6.89;6.89;9.48;9.48;9.95;9.95;0.01;27.32;2.59;2.59;0.03;2
2018-02-01;6599;ICE_CREAMS_FROZEN;FRYTKI AVIKO 900 G;1.0;4.3;4.3;6.62;6.62;6.95;6.95;0.01;35.05;2.32;2.32;0.02;2
2018-02-01;3452;ICE_CREAMS_FROZEN;FRYTKI KARBOWA 450 G;2.0;3.18;6.36;4.3;8.6;4.52;9.04;0.01;26.05;1.12;2.24;0.02;2
2018-02-01;13422;ICE_CREAMS_FROZEN;FRYTKI KARBOWANE  NORDIS 750G;4.0;3.27;13.08;4.75;19.0;4.99;19.96;0.02;31.16;1.48;5.92;0.06;2
2018-02-01;19612;GENERAL_FOOD;FRYTKI KARBOWANE 450 G AVIKO;1.0;2.95;2.95;4.47;4.47;4.69;4.69;0.01;34.0;1.52;1.52;0.02;2
2018-02-01;8037;ICE_CREAMS_FROZEN;FRYTKI ORGINA? 750 G IGLOT;4.0;5.22;20.88;7.05;28.2;7.4;29.6;0.04;25.96;1.83;7.32;0.08;2
2018-02-01;18440;CHEMISTRY;GABKA DO KAPIELI I MASAZU;7.0;1.27;8.89;1.94;13.58;2.39;16.73;0.02;34.54;0.67;4.69;0.05;2
2018-02-01;3774;MEAT;GALANTYNA Z DROBIEM KG;0.15;14.76;2.14;18.07;2.62;18.97;2.75;0.0;18.32;3.31;0.48;0.01;2
2018-02-01;4274;SPICES;GALEO CZOSNEK GRANULOWANY 16 G;1.0;0.83;0.83;1.19;1.19;1.29;1.29;0.0;30.25;0.36;0.36;0.0;2
2018-02-01;5183;DAIRY_CHESSE;GALEO KWASWK CYTR;4.0;0.55;2.2;1.13;4.52;1.39;5.56;0.01;51.33;0.58;2.32;0.02;2
2018-02-01;4989;SPICES;GALEO LISC LAUROWY 5 G;8.0;0.7;5.6;1.13;9.04;1.39;11.12;0.01;38.05;0.43;3.44;0.04;2
2018-02-01;5201;SPICES;GALEO MAJERANEK 6 G;10.0;0.91;9.1;1.19;11.9;1.29;12.9;0.02;23.53;0.28;2.8;0.03;2
2018-02-01;992;SPICES;GALEO PAPRYKA OSTRA 20G;2.0;0.64;1.28;1.13;2.26;1.39;2.78;0.0;43.36;0.49;0.98;0.01;2
2018-02-01;993;SPICES;GALEO PAPRYKA SLODKA 16 G;9.0;0.77;6.93;1.13;10.17;1.39;12.51;0.02;31.86;0.36;3.24;0.03;2
2018-02-01;4836;SPICES;GALEO PIEPRZ CZARNY MIELONY;16.0;0.7;11.2;1.13;18.08;1.39;22.24;0.03;38.05;0.43;6.88;0.07;2
2018-02-01;1001;SPICES;GALEO PRZYP.DO KURCZAKA 25G;2.0;0.8;1.6;1.29;2.58;1.39;2.78;0.0;37.98;0.49;0.98;0.01;2
2018-02-01;4811;SPICES;GALEO PRZYP.DO ZURKU I BARSZCZU BIAL.;1.0;0.95;0.95;1.25;1.25;1.35;1.35;0.0;24.0;0.3;0.3;0.0;2
2018-02-01;999;SPICES;GALEO PRZYPRAWA DO FLAKOW 20G;3.0;0.89;2.67;1.19;3.57;1.29;3.87;0.0;25.21;0.3;0.9;0.01;2
2018-02-01;5720;SPICES;GALEO PRZYPRAWA DO GYROSA 20G;1.0;0.89;0.89;1.19;1.19;1.29;1.29;0.0;25.21;0.3;0.3;0.0;2
2018-02-01;8567;SPICES;GALEO PRZYPRAWA DO RYB CYTRYNA;3.0;0.88;2.64;1.29;3.87;1.39;4.17;0.01;31.78;0.41;1.23;0.01;2
2018-02-01;5504;SPICES;GALEO PRZYPRAWA DO TZATZIKI;1.0;0.91;0.91;1.19;1.19;1.29;1.29;0.0;23.53;0.28;0.28;0.0;2
2018-02-01;13001;SPICES;GALEO PRZYPRAWA DO ZIEMNIAKOW;3.0;0.88;2.64;1.19;3.57;1.29;3.87;0.0;26.05;0.31;0.93;0.01;2
2018-02-01;997;SPICES;GALEO ZIELE ANGIELSKIE 12G;5.0;0.8;3.98;1.05;5.25;1.29;6.45;0.01;24.19;0.25;1.27;0.01;2
2018-02-01;5505;SPICES;GALEO ZIOLA PROWANSALSKIE 10GR;2.0;0.7;1.4;1.19;2.38;1.29;2.58;0.0;41.18;0.49;0.98;0.01;2
2018-02-01;10791;CHEMISTRY;GAZA OPATRUNKOWA 1 M;1.0;1.35;1.35;1.9;1.9;2.05;2.05;0.0;28.95;0.55;0.55;0.01;2
2018-02-01;3868;GENERAL_FOOD;GELLWE CUKIER WANILIOWY 15G;11.0;0.38;4.18;0.64;7.04;0.79;8.69;0.01;40.63;0.26;2.86;0.03;2
2018-02-01;18549;CHIPS_FLAKES;GELLWE FITELLA MUSLI BANANOWE;2.0;0.83;1.66;1.32;2.64;1.39;2.78;0.0;37.12;0.49;0.98;0.01;2
2018-02-01;18550;CHIPS_FLAKES;GELLWE FITELLA MUSLI TROPIKALNE;1.0;0.83;0.83;1.32;1.32;1.39;1.39;0.0;37.12;0.49;0.49;0.01;2
2018-02-01;18551;CHIPS_FLAKES;GELLWE FITELLA MUSLI TRUSKAWKA;1.0;0.83;0.83;1.32;1.32;1.39;1.39;0.0;37.12;0.49;0.49;0.01;2
2018-02-01;4574;GENERAL_FOOD;GELLWE GALARETKA AGREST 79G;2.0;0.94;1.88;1.47;2.94;1.59;3.18;0.0;36.05;0.53;1.06;0.01;2
2018-02-01;16803;GENERAL_FOOD;GELLWE KISIEL CYTRYNOWY 38G;7.0;0.55;3.85;0.82;5.74;0.89;6.23;0.01;32.93;0.27;1.89;0.02;2
2018-02-01;8536;GENERAL_FOOD;GELLWE ZELATYNA 20 G;1.0;1.39;1.39;1.99;1.99;2.15;2.15;0.0;30.15;0.6;0.6;0.01;2
2018-02-01;8006;CHEMISTRY;GILLETTE BLU 3;2.0;3.74;7.48;5.35;10.7;6.58;13.16;0.02;30.09;1.61;3.22;0.03;2
2018-02-01;545;CHEMISTRY;GILLETTE MASZYNKA BLU 2 PLUS;12.0;1.69;20.25;2.34;28.07;2.88;34.57;0.04;27.86;0.65;7.82;0.08;2
2018-02-01;6847;CHEMISTRY;GILLETTE PIANKA DO GOL.MAN;3.0;3.99;11.97;7.31;21.93;8.99;26.97;0.03;45.42;3.32;9.96;0.1;2
2018-02-01;16383;CHEMISTRY;GILLETTE ZEL  SKORA WRAZLIWA;1.0;6.49;6.49;10.82;10.82;13.31;13.31;0.02;40.02;4.33;4.33;0.05;2
2018-02-01;15654;CIGARETTES;GILZT GAPARD 100+25;7.0;1.29;9.03;1.54;10.78;1.89;13.23;0.02;16.23;0.25;1.75;0.02;2
2018-02-01;15253;CIGARETTES;GILZY WRB 500;4.0;4.49;17.96;5.2;20.8;6.39;25.56;0.03;13.65;0.71;2.84;0.03;2
2018-02-01;10454;SWEETS;GOFRY KOKOS 100;6.0;2.14;12.84;2.84;17.04;3.49;20.94;0.03;24.65;0.7;4.2;0.04;2
2018-02-01;10687;SWEETS;GOFRY SEZAM 100 G;1.0;2.24;2.24;2.84;2.84;3.49;3.49;0.0;21.13;0.6;0.6;0.01;2
2018-02-01;10452;SWEETS;GOFRY SLODKIE 100 G;3.0;2.17;6.52;2.84;8.52;3.49;10.47;0.01;23.47;0.67;2.0;0.02;2
2018-02-01;9167;OCCASIONAL;GOLARKA POLSILWER;1.0;1.11;1.11;1.57;1.57;1.93;1.93;0.0;29.3;0.46;0.46;0.0;2
2018-02-01;8395;GENERAL;GOLARKA VENUS 2 SZT;1.0;2.04;2.04;4.38;4.38;5.39;5.39;0.01;53.42;2.34;2.34;0.02;2
2018-02-01;13943;SWEETS;GOPL CZEKOLADA GORZKA 90 G;8.0;2.17;17.32;2.76;22.08;3.39;27.12;0.03;21.56;0.6;4.76;0.05;2
2018-02-01;1290;SWEETS;GOPL CZEKOLADA MLECZNA 90G;18.0;2.09;37.62;2.76;49.68;3.39;61.02;0.07;24.28;0.67;12.06;0.13;2
2018-02-01;4487;SWEETS;GOPL FIGURKA  _30 G;18.0;0.71;12.78;1.02;18.36;1.25;22.5;0.03;30.39;0.31;5.58;0.06;2
